Algoritmo,File name,Timestamp,Tempo de Processamento (s),Pacotes,Depenências,Peso da mochila,Benefício mochila
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-10-02 15:57:23,0.00080,20,75,12142,8296
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:10:28,0.00072,28,77,12128,8289
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:46,0.00114,26,78,12156,8263
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:29:05,0.00062,26,78,12149,8261
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 10:06:40,0.00103,21,75,12139,8251
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 01:32:25,0.00061,21,75,12165,8222
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:32:29,0.00062,26,80,12136,8214
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:23,0.00073,28,82,12176,8152
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:28:50,0.00063,28,81,12177,8103
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:29:16,0.00062,26,80,12110,8078
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:31:43,0.00063,27,81,12129,8030
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:53,0.00147,26,79,12124,8023
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 01:29:05,0.00062,19,77,12179,7997
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 15:46:48,0.00113,26,81,12178,7985
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:33:03,0.00062,26,81,12165,7963
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:28:04,0.00068,26,80,12149,7957
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:18,0.00149,28,79,12147,7944
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-10-02 16:10:18,0.00058,19,75,12143,7927
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:26:27,0.00082,26,77,12105,7897
RANDOM,instância_original.knapsack.txt,2025-09-21 01:31:43,0.00073,27,78,12175,7879
RANDOM,instância_original.knapsack.txt,2025-09-21 01:31:50,0.00073,28,81,12172,7870
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:32:53,0.00110,27,80,12179,7867
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:28:45,0.00061,26,80,12158,7866
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:09:28,0.00062,26,79,12099,7853
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:32:33,0.00062,26,81,12111,7834
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:27:05,0.00062,27,81,12086,7812
RANDOM,instância_original.knapsack.txt,2025-09-21 01:27:05,0.00073,27,78,12174,7797
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:29:00,0.00062,26,79,12161,7794
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:27:46,0.00061,26,78,12152,7791
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:08,0.00179,26,79,12063,7771
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:31:50,0.00062,27,80,12095,7766
RANDOM,instância_original.knapsack.txt,2025-10-02 16:09:28,0.00081,26,80,12150,7765
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:11:32,0.00060,27,80,12159,7754
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 01:32:40,0.00060,19,74,12159,7739
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 10:06:33,0.00127,20,75,12088,7736
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 15:58:40,0.00060,27,79,12117,7727
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:32:37,0.00064,27,80,12170,7696
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:40,0.00127,26,79,12164,7673
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 10:06:53,0.00117,19,75,12120,7668
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:05:06,0.00140,27,81,12174,7652
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:53,0.00139,26,80,12173,7645
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:53,0.00074,29,79,12159,7632
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:50,0.00064,25,74,12174,7586
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:58,0.00079,24,77,12177,7582
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:50,0.00070,24,75,12179,7552
RANDOM,instância_original.knapsack.txt,2025-10-02 15:57:42,0.00073,27,77,12137,7544
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:04,0.00119,27,79,12081,7532
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 15:57:05,0.00061,25,80,12166,7509
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:04:24,0.00138,25,80,12179,7463
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:59:00,0.00076,24,79,12168,7435
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:26:42,0.00062,26,81,12152,7360
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:28:12,0.00099,26,79,12108,7357
RANDOM,instância_original.knapsack.txt,2025-10-02 16:10:06,0.00068,22,75,12169,7345
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:28:39,0.00062,26,80,12169,7340
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 01:26:42,0.00059,17,75,12148,7298
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:04,0.00117,23,77,12177,7288
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:11:45,0.00064,25,79,12170,7279
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:14,0.00275,26,80,12157,7206
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:28:31,0.00061,24,79,12164,7202
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 01:26:27,0.00081,18,75,12146,7189
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:48,0.00076,25,80,12173,7183
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:54,0.00071,23,75,12119,7122
RANDOM,instância_original.knapsack.txt,2025-10-02 16:19:31,0.00076,25,77,12159,7122
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 01:32:40,0.00061,24,80,12163,7038
RANDOM,instância_original.knapsack.txt,2025-10-02 16:09:54,0.00104,27,79,12157,6994
RANDOM,instância_original.knapsack.txt,2025-09-21 01:26:42,0.00071,24,77,12163,6984
RANDOM,instância_original.knapsack.txt,2025-10-02 16:10:28,0.00072,24,77,12161,6954
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:19:31,0.00061,25,80,12112,6926
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:40,0.00062,23,74,12165,6815
RANDOM,instância_original.knapsack.txt,2025-10-02 15:57:23,0.00068,23,81,12163,6808
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 15:46:52,0.00060,23,78,12161,6791
RANDOM,instância_original.knapsack.txt,2025-09-21 01:29:16,0.00079,22,76,12114,6782
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:40,0.00120,27,80,12167,6766
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:12:03,0.00063,24,82,12175,6758
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:11:32,0.00063,22,74,12145,6746
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:40,0.00072,24,78,12137,6708
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:05:06,0.00140,24,76,12169,6693
RANDOM,instância_original.knapsack.txt,2025-10-02 15:46:52,0.00074,22,79,12166,6666
RANDOM,instância_original.knapsack.txt,2025-09-21 01:26:38,0.00070,22,76,12162,6616
RANDOM,instância_original.knapsack.txt,2025-09-21 10:04:24,0.00447,25,78,12163,6594
RANDOM,instância_original.knapsack.txt,2025-10-02 16:10:18,0.00068,22,76,12163,6568
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:12,0.00071,25,78,12166,6514
RANDOM,instância_original.knapsack.txt,2025-09-21 01:29:05,0.00072,26,77,12155,6507
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:14,0.00196,21,74,12135,6500
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-09-21 10:06:33,0.00135,22,78,12158,6484
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:04,0.00083,21,74,12133,6478
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:04,0.00178,23,78,12148,6458
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:10:18,0.00059,20,73,12179,6411
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:24,0.00171,22,73,12172,6406
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-09-21 01:31:34,0.00080,14,74,12167,6405
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:40,0.00110,21,76,12176,6400
RANDOM,instância_original.knapsack.txt,2025-10-02 15:59:00,0.00068,21,79,12180,6375
RANDOM,instância_original.knapsack.txt,2025-09-21 01:27:28,0.00072,23,77,12156,6344
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:27:15,0.00073,19,73,12166,6320
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:33,0.00112,21,72,12164,6252
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:31,0.00076,20,77,12178,6247
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:04,0.00116,19,71,12170,6233
RANDOM,instância_original.knapsack.txt,2025-09-21 01:27:15,0.00076,23,78,12122,6230
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:33,0.00149,21,76,12155,6223
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:12,0.00092,21,72,12170,6137
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:25,0.00075,21,74,12176,6125
RANDOM,instância_original.knapsack.txt,2025-10-02 16:12:18,0.00082,19,74,12160,6068
RANDOM,instância_original.knapsack.txt,2025-09-21 10:05:06,0.00153,22,77,12156,6052
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:18,0.00147,18,74,12166,5986
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:57:23,0.00062,19,73,12167,5978
RANDOM,instância_original.knapsack.txt,2025-09-21 01:31:34,0.00106,23,77,12170,5973
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:33,0.00086,21,76,12177,5961
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:29,0.00075,23,76,12161,5918
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:08,0.00142,23,76,12176,5918
RANDOM,instância_original.knapsack.txt,2025-10-02 15:57:05,0.00072,18,73,12174,5884
RANDOM,instância_original.knapsack.txt,2025-09-21 01:27:39,0.00071,22,76,12153,5870
RANDOM,instância_original.knapsack.txt,2025-09-21 01:27:46,0.00084,23,76,12166,5861
RANDOM,instância_original.knapsack.txt,2025-10-02 15:58:40,0.00072,20,76,12174,5852
RANDOM,instância_original.knapsack.txt,2025-10-02 16:11:45,0.00069,22,75,12105,5789
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:46:48,0.00093,19,72,12159,5788
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:31,0.00071,21,77,12166,5701
RANDOM,instância_original.knapsack.txt,2025-09-21 10:05:20,0.00152,19,79,12139,5636
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:29:00,0.00061,20,73,12165,5619
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:45,0.00070,20,76,12170,5596
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:53,0.00151,18,73,12179,5594
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:18,0.00140,17,75,12178,5568
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:46,0.00150,19,74,12177,5520
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:26:27,0.00076,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:26:38,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:26:42,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:26:47,0.00076,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:27:05,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:27:15,0.00066,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:27:28,0.00061,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:27:39,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:27:46,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:04,0.00064,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:12,0.00061,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:23,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:31,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:39,0.00057,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:45,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:50,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:28:54,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:29:00,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:29:05,0.00067,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:29:09,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:29:16,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:31:34,0.00082,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:31:43,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:31:50,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:25,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:29,0.00060,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:33,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:37,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:40,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:44,0.00067,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:48,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:53,0.00057,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:32:58,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 01:33:03,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:04:24,0.00133,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:05:06,0.00140,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:05:20,0.00133,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:04,0.00104,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:08,0.00130,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:14,0.00132,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:18,0.00134,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:24,0.00129,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:33,0.00129,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:40,0.00097,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:46,0.00130,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-09-21 10:06:53,0.00112,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:46:42,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:46:48,0.00101,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:46:52,0.00061,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:57:05,0.00059,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:57:23,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:57:42,0.00068,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:58:40,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 15:59:00,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:09:28,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:09:43,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:09:54,0.00060,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:10:06,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:10:18,0.00079,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:10:28,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:11:32,0.00057,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:11:45,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:12:03,0.00057,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:12:18,0.00062,17,69,12154,5455
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:19:31,0.00058,17,69,12154,5455
RANDOM,instância_original.knapsack.txt,2025-09-21 01:33:03,0.00069,18,74,12145,5442
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:10:28,0.00075,17,72,12177,5419
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:09:43,0.00058,17,71,12171,5414
RANDOM,instância_original.knapsack.txt,2025-09-21 01:26:47,0.00073,18,74,12175,5373
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:23,0.00062,19,71,12161,5319
RANDOM,instância_original.knapsack.txt,2025-09-21 01:29:09,0.00071,20,76,12144,5274
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:39,0.00060,16,74,12145,5259
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:09:28,0.00059,16,73,12173,5251
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:29:09,0.00070,18,74,12171,5247
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:33:03,0.00060,17,73,12165,5186
RANDOM,instância_original.knapsack.txt,2025-09-21 01:28:39,0.00073,17,73,12139,5133
RANDOM,instância_original.knapsack.txt,2025-10-02 15:46:48,0.00104,21,78,12175,5122
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:29:16,0.00060,16,69,12158,5113
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:14,0.00152,19,74,12167,5101
RANDOM,instância_original.knapsack.txt,2025-09-21 01:29:00,0.00067,17,74,12161,5094
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:27:46,0.00060,18,71,12085,5077
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:24,0.00173,19,80,12177,5056
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:53,0.00070,16,71,12162,5049
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:46:42,0.00060,18,75,12167,5002
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:10:06,0.00059,16,74,12175,4998
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:31:50,0.00078,15,70,12152,4989
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:57:05,0.00060,16,70,12171,4984
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:27:05,0.00061,18,73,12163,4900
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:29:05,0.00060,17,73,12157,4890
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:06:46,0.00108,16,68,12161,4887
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:09:54,0.00059,18,73,12151,4875
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:33,0.00059,13,69,12140,4871
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:44,0.00076,20,74,12159,4855
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:44,0.00061,19,71,12176,4812
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:58,0.00079,18,75,12175,4756
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:57:42,0.00058,16,70,12172,4742
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:54,0.00060,15,69,12179,4728
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:19:31,0.00060,17,74,12133,4724
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:48,0.00062,18,73,12176,4664
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:46:52,0.00061,18,73,12176,4664
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:26:47,0.00061,16,74,12165,4607
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:04:24,0.00132,14,70,12156,4586
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:25,0.00062,17,74,12166,4521
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:11:45,0.00058,14,70,12180,4471
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 10:05:20,0.00130,14,69,12177,4454
RANDOM,instância_original.knapsack.txt,2025-09-21 01:32:37,0.00076,20,76,12166,4305
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:26:38,0.00059,15,71,12160,4254
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:27:39,0.00059,14,69,12162,4250
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:26:42,0.00059,14,70,12158,4229
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:12:03,0.00057,14,72,12139,4217
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:28:45,0.00061,17,74,12171,4216
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:31:43,0.00060,14,73,12158,4175
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:12:18,0.00058,13,73,12162,4068
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:31:34,0.00083,13,67,12161,4059
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:29,0.00073,14,73,12158,4036
RANDOM,instância_original.knapsack.txt,2025-10-02 16:12:03,0.00067,17,76,12178,4027
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:32:37,0.00059,14,70,12168,4020
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:27:28,0.00063,14,73,12140,3806
