Algoritmo,File name,Timestamp,Tempo de Processamento (s),Pacotes,Depenências,Peso da mochila,Benefício mochila
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:55:25,0.00514,20,76,11990,7170
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:55:25,0.01456,14,76,12110,6842
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:55:25,5.00259,78,98,15815,22640
RANDOM,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.02965,15,77,12589,5267
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.03242,15,80,12141,4639
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.02647,16,80,12676,4800
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.03312,14,75,12343,4408
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 22:00:04,0.02645,13,71,11766,4086
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 22:00:04,0.02812,17,83,12872,4941
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 22:00:04,0.02186,17,83,12968,5980
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.00099,15,75,11975,7275
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.00379,14,72,11511,6855
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.00553,16,76,12042,6859
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 22:00:04,0.01712,17,83,12968,5980
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:00:04,5.01109,37,97,15680,14783
RANDOM,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02383,18,80,12214,6250
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02590,15,78,12548,5082
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02102,20,79,12849,5076
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02582,11,75,12079,3917
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02291,16,75,11943,4797
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02390,16,75,12010,4559
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02735,14,78,12625,5056
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.03805,42,99,16169,14401
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02913,16,75,11975,7725
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02180,18,76,12171,8168
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 22:21:49,0.02967,21,78,12089,9282
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:21:49,5.01219,19,83,13611,8497
RANDOM,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.02368,16,75,12191,5854
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.02418,18,77,11697,5571
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.01881,15,77,12281,3893
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.02463,15,78,12475,5088
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 22:24:29,0.02447,17,71,11935,6395
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 22:24:29,0.03098,15,74,12287,3921
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 22:24:29,0.04215,14,81,13014,5612
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.02976,42,98,15957,13678
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.01637,19,74,12157,8885
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.00914,18,76,12043,7755
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 22:24:29,0.02562,23,79,12094,9918
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:24:29,5.01897,22,76,12132,8819
RANDOM,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.03130,12,76,12413,4338
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.03060,16,82,12926,5470
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.02392,18,79,12720,5151
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.02719,16,78,12458,5482
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 22:43:17,0.02551,15,74,12207,4060
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 22:43:17,0.02465,17,76,12057,4990
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 22:43:17,0.02416,16,79,12764,6095
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:43:17,5.00390,42,97,15796,15878
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.01347,25,79,12174,9489
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.02036,23,77,12169,9545
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 22:43:17,0.01482,23,78,12112,8372
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 22:43:17,5.00262,74,98,15784,22075
